PID,EntryNum,APIImageCaption,User Query,User Location,User Comments,User Trust,User Satisfaction,Coded Acc:Coverage,Coded Acc:Specificity,Coded Acc:Accuracy,Coded User Goal,Coded Lower Location,Coded Higher Location,Coded User Reaction to Result,Photo Properties,Photo Content,Photo Link
P16,6,a man and a woman posing for a photo,are both people in the photo?,Cafeteria,I would like a little more description on background,4,4,3,3,3,identifyFeatures,"['Used at restaurant', 'Used in an unfamiliar space', 'Used indoors', 'Used in a public space']","Used in Recreational/Leisure Areas (restaurants, parks, historical sites, etc.)","['Reaction to result', 'Critique of result']","['Photo is well-lit', 'Photo is clear', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Midrange Photo']","['Clothing', 'Immobile object', 'Furniture', 'Hanging object', 'Signage', 'Text', 'Openings', 'Person']",DiaryEntryData/DiaryEntryPhotos/P16_6_02_27_23.jpg
P16,7,a green and gold hat,I wanted to see what color the bag was,sitting in my chair with test object on my lap,"when I took the picture, I knew it was a bag. I wanted to see what color it was. The color description was correct.",3,4,3,3,2,identifyFeatures,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Positive reaction to result', 'Pulling helpful details from inaccurate result']","['Photo is well-lit', 'Photo is clear', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken from above photo subject', 'Close-up Photo']","['Immobile object', 'Containers', 'Object on non-furniture surface']",DiaryEntryData/DiaryEntryPhotos/P16_7_02_28_23.jpg
P16,8,a black calculator on a white surface,I’m trying to find out how far I need to hold the camera from the telephone to get a good picture of both phones on the time,standing by the end table,One of the things I use artificial intelligence description apps for is to find the best position of the camera. Sometimes I will take two or three pictures of the same thing from different distances and angles.,3,4,3,2,2,learnApplication,"['Unknown area', 'Used indoors']",NA,['Reaction to result'],"['Photo is not well-lit', 'Photo is clear', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken at an eye level photo subject', 'Close-up Photo']","['Immobile object', 'Furniture', 'Recreational object', 'Electronic device', 'Object on furniture', 'Reflective Surface']",DiaryEntryData/DiaryEntryPhotos/P16_8_03_01_23.jpg
P16,9,a black and silver electronic device,trying to find the best angle to take a good photograph.,standing by the end table,I held the camera a little closer on this picture than I did the previous one.,3,4,3,2,2,learnApplication,"['Unknown area', 'Used indoors']",NA,['Reaction to result'],"['Photo is not well-lit', 'Photo is clear', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken at an eye level photo subject', 'Close-up Photo']","['Immobile object', 'Furniture', 'Electronic device', 'Object on furniture', 'Reflective Surface', 'Multiple objects of interest', 'Group of similar items']",DiaryEntryData/DiaryEntryPhotos/P16_9_03_01_23.jpg
P16,10,a black corded telephone on a wooden surface,I’m trying to find out how far I need to hold the camera from the telephone to get a good picture of both phones on the time,standing beside the end table,this description was great. It even said a corded telephone.,4,5,3,3,3,learnApplication,"['Unknown area', 'Used indoors']",NA,"['Reaction to result', 'Positive reaction to result']","['Photo is not well-lit', 'Photo is clear', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken from above photo subject', 'Close-up Photo']","['Immobile object', 'Furniture', 'Electronic device', 'Object on furniture', 'Stationery']",DiaryEntryData/DiaryEntryPhotos/P16_10_03_01_23.jpg
P16,11,a white and red pillow,I wanted to see if I could figure out which box of flashcards I had,sitting in my chair,I think this time they got the color right but the object was wrong. I knew it was a box of flashcards. I was trying to see if I could tell which box it was.,1,1,1,2,1,identifyFeatures,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Mixed reaction to result']","['Photo is not well-lit', 'Photo is clear', 'Uneven lighting', 'Photo subject fully captured', 'Photo subject of interest is not occluded', 'Taken from above photo subject', 'Close-up Photo']","['Immobile object', 'Recreational object', 'Containers', 'Clothing', 'Object on non-furniture surface', 'Decorative image', 'Text']",DiaryEntryData/DiaryEntryPhotos/P16_11_03_03_23.jpg
P16,12,a small cube on a person's lap,I wanted to find out what colors were in the cube.,sitting in my chair. The camera is focused on the arm of the chair.,The object is actually a tactile Rubiks cube. The description did get the cube part right.,3,4,3,3,2,identifyFeatures,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Positive reaction to result']","['Photo is not well-lit', 'Photo is clear', 'Uneven lighting', 'Photo subject fully captured', 'Photo subject of interest is not occluded', 'Taken from above photo subject', 'Close-up Photo']","['Immobile object', 'Recreational object', 'Clothing', 'Object on non-furniture surface']",DiaryEntryData/DiaryEntryPhotos/P16_12_03_03_23.jpg
P16,13,text,on the box what kind of Girl Scout cookies are in the box?,"in the desk chair, holding a box","after taking the picture, the screen just said the word text. There was no text to read",1,1,1,1,1,identifyFeatures,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Critique of result']","['Photo is well-lit', 'Photo is clear', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Close-up Photo']","['Packaged item', 'Decorative image', 'Food', 'Text']",DiaryEntryData/DiaryEntryPhotos/P16_13_03_04_23.jpg
P16,14,a clock with a blue bird on it,I was looking for details in the Clock description,Home,"where it said, blue birds, it was actually blue shells.",3,4,3,3,2,identifyFeatures,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Critique of result']","['Photo is well-lit', 'Photo is clear', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Close-up Photo']","['Hanging object', 'Decoration', 'Reflective Surface', 'Symbolic object']",DiaryEntryData/DiaryEntryPhotos/P16_14_03_07_23.jpg
P16,15,a framed painting on a wall,I was looking for a little more description of what was actually in the picture,Living room,"I was happy to see that it recognized it as a picture. I may be expecting too much but, I would have liked more detail of what the picture.",4,4,3,3,3,identifySubject,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Mixed reaction to result']","['Photo is well-lit', 'Photo is clear', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Midrange Photo']","['Decoration', 'Decorative image', 'Person', 'Landscape', 'Plants', 'Immobile object']",DiaryEntryData/DiaryEntryPhotos/P16_15_03_07_23.jpg
P16,16,a room with a bed and a lamp,I wanted to see how much would be in the picture with me pretty far back,across the room,"other than it’s a couch, and not a bed it was pretty accurate",4,5,3,2,2,learnApplication,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Positive reaction to result']","['Photo is well-lit', 'Photo is clear', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Midrange Photo']","['Light source', 'Furniture', 'Animal', 'Clothing', 'Mobile object', 'Immobile object', 'Object on ground', 'Object on furniture']",DiaryEntryData/DiaryEntryPhotos/P16_16_03_08_23.jpg
P16,17,a bottle of alcohol,I wanted to see what was on the right end of my table,sitting next to my table,I knew I had a water bottle on the table. It’s funny it csaid it wasa bottle of alcohol. i’m surprised it didn’t catch the books in the background.,3,4,1,2,1,identifySubject,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Positive reaction to result', 'Critique of result', 'Surprised by result']","['Photo is well-lit', 'Photo is clear', 'Uneven lighting', 'Photo subject of interest is occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Close-up Photo']","['Beverage', 'Furniture', 'Object on furniture', 'Electronic device', 'Documents', 'Immobile object']",DiaryEntryData/DiaryEntryPhotos/P16_17_03_08_23.jpg
P16,18,a person standing in a room,I wanted to know if there was a person in the picture,Living room,this one told me pretty much what I wanted to know.,4,5,2,3,3,identifyFeatures,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Positive reaction to result']","['Photo is well-lit', 'Photo is clear', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Midrange Photo']","['Person', 'Animal', 'Mobile object', 'Immobile object', 'Openings', 'Decoration', 'Furniture', 'Object on furniture', 'Styled floor']",DiaryEntryData/DiaryEntryPhotos/P16_18_03_09_23.jpg
P16,19,a room with a table and a lamp and a chair,I wanted to make sure I got all of these objects in the picture.,Home,"when we review these pictures, I would like to know if the telephones can be seen on the table",4,5,3,3,3,learnApplication,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,['Reaction to result'],"['Photo is not well-lit', 'Photo is clear', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Midrange Photo']","['Body part', 'Clothing', 'Furniture', 'Object on furniture', 'Electronic device', 'Immobile object', 'Light source', 'Decoration']",DiaryEntryData/DiaryEntryPhotos/P16_19_03_09_23.jpg
P2,1,a purse and a tie on a swinger,To see what the picture was a,in my home office In my home office,it was a static picture on the zoom screen of the host researcher. I wanted to see if it could accurately describe the person. Apparently it did not. It was a static picture on the zoom screen of the host researcher. I wanted to see if it could accurately describe the person. Apparently I did not.,1,1,3,1,1,noSpecificGoal,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result']","['Photo is not well-lit', 'Photo is clear', 'Uneven lighting', 'High contrast between foreground and main subject', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken at an eye level photo subject', 'Close-up Photo']","['Electronic device', 'Immobile object', 'Person', 'Digital content', 'Body part']",DiaryEntryData/DiaryEntryPhotos/P2_1_10_17_22.jpg
P2,2,a black guitar case,Color and description of guitar,In my bedroom,The description was black guitar case… I would have preferred that it said the color of the guitar for some reason it didn’t see the guitar just saw the case,1,2,2,3,2,identifyFeatures,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Critique of result', 'Negative reaction to result']","['Photo is well-lit', 'Photo is clear', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken at an eye level photo subject', 'Close-up Photo']","['Immobile object', 'Containers', 'Instrument']",DiaryEntryData/DiaryEntryPhotos/P2_2_10_18_22.jpg
P2,3,a white umbrella with a white umbrella,"Home, gym, barbells, etc.",home gym,it should identify exercise equipment,1,1,1,1,1,noSpecificGoal,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result', 'Suggestions for improvement']","['Photo is well-lit', 'Photo is clear', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken at an eye level photo subject', 'Midrange Photo']","['Immobile object', 'Recreational object', 'Containers', 'Furniture', 'Electronic device', 'Object on ground', 'Object on non-furniture surface']",DiaryEntryData/DiaryEntryPhotos/P2_3_10_21_22.jpg
P2,4,a room with a shelf and objects on it,"squat, rack, exercise, equipment, etc",home gym,t is not recognizing things that my iPhone will recognize with the camera,1,1,2,1,1,noSpecificGoal,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result', 'Comparison to similar apps']","['Photo is well-lit', 'Photo is clear', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken at an eye level photo subject', 'Midrange Photo']","['Immobile object', 'Recreational object', 'Containers', 'Furniture', 'Electronic device', 'Object on ground', 'Object on non-furniture surface']",DiaryEntryData/DiaryEntryPhotos/P2_4_10_24_22.jpg
P2,5,a building with trees in front of it,"Street traffic Boulevard cars, etc.",In front of apartment building,"I took a picture of the two-way street in front of my apartment building, which is quite a large Boulevard it didn’t even see the Boulevard It just saw the building across the street.",1,1,2,3,2,noSpecificGoal,"['Used on their property', 'Used in a familiar space', 'Used outdoors', 'Used in a public space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Critique of result']","['Night photography', 'Photo is clear', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Overall Photo']","['Plants', 'Immobile object', 'Building', 'Landscape']",DiaryEntryData/DiaryEntryPhotos/P2_5_10_24_22.jpg
P2,6,a sign next to a window,Eye visor was somewhat accurate this time,Lobby in apartment building,not bad this time first somewhat accurate description by the application,3,4,3,2,2,learnApplication,"['Used at Apartment Facility', 'Used in a familiar space', 'Used indoors', 'Used in a public space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Positive reaction to result']","['Photo is well-lit', 'Photo is clear', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Midrange Photo']","['Styled floor', 'Immobile object', 'Furniture', 'Object on furniture', 'Signage', 'Text', 'Hanging object', 'Symbolic object', 'Decoration', 'Decorative image']",DiaryEntryData/DiaryEntryPhotos/P2_6_10_24_22.jpg
P2,7,a metal railing with a railing and a brick wall and trees,exactly what eyevisor said,Entrance to apartment building,it did not notice the door,4,5,3,3,2,learnApplication,"['Used on their property', 'Used in a familiar space', 'Used outdoors', 'Used in a public space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Critique of result']","['Photo is well-lit', 'Photo is clear', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken at an eye level photo subject', 'Overall Photo']","['Immobile object', 'Stairs and ramps', 'Plants', 'Openings', 'Reflective Surface', 'Multiple objects of interest']",DiaryEntryData/DiaryEntryPhotos/P2_7_10_25_22.jpg
P2,8,a kitchen with a wood cabinet,exactly what eyevisor said,kitchen,no comment,4,5,3,3,3,learnApplication,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,['Reaction to result'],"['Photo is well-lit', 'Photo is clear', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken at an eye level photo subject', 'Midrange Photo']","['Immobile object', 'Kitchenware', 'Furniture', 'Object on furniture', 'Cleaning supplies', 'Multiple objects of interest', 'Group of similar items', 'Home appliance']",DiaryEntryData/DiaryEntryPhotos/P2_8_10_27_22.jpg
P2,9,a room with a tv and boxes,exactly what it said,Walmart,no comments,4,5,2,2,1,learnApplication,"['Used at supermarket', 'Used in an unfamiliar space', 'Used indoors', 'Used in a public space']","Used in Retail Businesses (supermarkets, hair salons, etc.)",['Reaction to result'],"['Photo is well-lit', 'Photo is clear', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Midrange Photo']","['Emergency object', 'Electronic device', 'Packaged item', 'Beverage', 'Immobile object', 'Group of similar items', 'Multiple objects of interest', 'Plants', 'Food', 'Containers']",DiaryEntryData/DiaryEntryPhotos/P2_9_10_27_22.jpg
P2,10,a large room with a large table and shelves with items on it,exactly what it said,Walmart entrance,no comments,4,5,2,3,2,learnApplication,"['Used at supermarket', 'Used in an unfamiliar space', 'Used indoors', 'Used in a public space']","Used in Retail Businesses (supermarkets, hair salons, etc.)",['Reaction to result'],"['Photo is well-lit', 'Photo is clear', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Overall Photo']","['Furniture', 'Decorative image', 'Object on furniture', 'Inconvenient to inspect by touch']",DiaryEntryData/DiaryEntryPhotos/P2_10_10_27_22.jpg
P2,11,a group of exercise equipment,exactly what eye visor said,home gym,no comments,4,5,3,3,3,learnApplication,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,['Reaction to result'],"['Photo is well-lit', 'Photo is clear', 'Uneven lighting', 'Photo subject is back-lit', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken at an eye level photo subject', 'Midrange Photo']","['Immobile object', 'Recreational object', 'Containers', 'Furniture', 'Electronic device', 'Object on ground', 'Object on non-furniture surface']",DiaryEntryData/DiaryEntryPhotos/P2_11_10_28_22.jpg
P2,12,a rack of luggage,"exercise equipment, musical equipment",home gym,it said that I took a picture of luggage,1,1,3,2,1,noSpecificGoal,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Confused by result']","['Photo is well-lit', 'Photo is clear', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken at an eye level photo subject', 'Midrange Photo']","['Immobile object', 'Recreational object', 'Containers', 'Furniture', 'Electronic device', 'Object on ground', 'Object on non-furniture surface']",DiaryEntryData/DiaryEntryPhotos/P2_12_10_28_22.jpg
P2,13,a laptop on a desk,It did not notice the speakers… This is sufficient,home studio,it does not noticed many items,3,4,2,3,3,learnApplication,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Being forgiving of AI errors', 'Reaction to result', 'Critique of result']","['Photo is well-lit', 'Photo is clear', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken from above photo subject', 'Midrange Photo']","['Furniture', 'Object on furniture', 'Reflective Surface', 'Electronic device', 'Clothing', 'Containers', 'Containers']",DiaryEntryData/DiaryEntryPhotos/P2_13_10_30_22.jpg
P2,14,a street with cars and buildings,exactly what eyevisor said,Home,no comments,4,5,3,3,3,learnApplication,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,['Reaction to result'],"['Night photography', 'Photo is clear', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken from above photo subject', 'Overall Photo']","['Mobile object', 'Group of similar items', 'Building', 'Landscape', 'Inconvenient to inspect by touch', 'Immobile object', 'Text']",DiaryEntryData/DiaryEntryPhotos/P2_14_10_30_22.jpg
P2,15,a black rectangle with a white line across the center,guitar cases and plant,At home,no comments,1,1,3,3,3,noSpecificGoal,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,['Reaction to result'],['Black screen'],['Black screen'],DiaryEntryData/DiaryEntryPhotos/P2_15_10_30_22.jpg
P2,16,a person standing on a ledge,two house plants … thought the large rubber tree was a person,Home,it should not be mistaking a rubber tree for a person,1,1,2,2,1,learnApplication,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Negative reaction to result', 'Critique of result']","['Night photography', 'Photo is clear', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Photo subject is back-lit', 'Taken from above photo subject', 'Overall Photo']","['Light source', 'Plants', 'Building', 'Landscape', 'Inconvenient to inspect by touch', 'Immobile object']",DiaryEntryData/DiaryEntryPhotos/P2_16_10_30_22.jpg
P2,17,a blue door with a white sign on it,exactly what I visor said,Community room,it recognize the office door in the community room,4,5,2,2,2,learnApplication,"['Used at Apartment Facility', 'Used in a familiar space', 'Used indoors', 'Used in a public space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Positive reaction to result']","['Photo is well-lit', 'Photo is clear', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Midrange Photo']","['Immobile object', 'Furniture', 'Hanging object', 'Electronic device', 'Openings', 'Signage', 'Text']",DiaryEntryData/DiaryEntryPhotos/P2_17_10_31_22.jpg
P2,18,a black and grey metal staircase,precisely what eyevisor said,rear entrance building,no comments,4,5,3,2,2,learnApplication,"['Used on their property', 'Used in a familiar space', 'Used indoors', 'Used in a public space']",Used in Living Spaces/Domiciles,['Reaction to result'],"['Photo is well-lit', 'Photo is clear', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Midrange Photo']","['Immobile object', 'Stairs and ramps', 'Signage', 'Text']",DiaryEntryData/DiaryEntryPhotos/P2_18_10_31_22.jpg
P2,19,a white wall with a silver microwave and a silver dishwasher,eyevisor can’t know everything… It thought that the change machine and the washing machine were a microwave and a dishwasher,Laundry room,no comment other than artificial intelligence cannot differentiate between certain appliances,3,4,3,2,1,learnApplication,"['Used at Apartment Facility', 'Used in a familiar space', 'Used indoors', 'Used in a public space']",Used in Living Spaces/Domiciles,"['Being forgiving of AI errors', 'Reaction to result', 'Suggestions for improvement']","['Photo is well-lit', 'Photo is clear', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Midrange Photo']","['Immobile object', 'Group of similar items', 'Home appliance', 'Multiple objects of interest']",DiaryEntryData/DiaryEntryPhotos/P2_19_10_31_22.jpg
P2,20,a cabinet with many drawers,precisely what Eyevisor said,The mail room,no comments,4,5,2,3,3,learnApplication,"['Used at Apartment Facility', 'Used in a familiar space', 'Used indoors', 'Used in a public space']",Used in Living Spaces/Domiciles,['Reaction to result'],"['Photo is well-lit', 'Photo is clear', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Midrange Photo']","['Group of similar items', 'Styled floor', 'Furniture', 'Reflective Surface', 'Immobile object', 'Keys']",DiaryEntryData/DiaryEntryPhotos/P2_20_10_31_22.jpg
P2,21,a brick wall with a metal gate,exactly what eyevisor said,Entrance to apartment building,no comments,4,5,2,3,3,learnApplication,"['Used on their property', 'Used in a familiar space', 'Used outdoors', 'Used in a public space']",Used in Living Spaces/Domiciles,['Reaction to result'],"['Photo is well-lit', 'Photo is clear', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken at an eye level photo subject', 'Overall Photo']","['Immobile object', 'Stairs and ramps', 'Barriers', 'Multiple objects of interest', 'Precipitation']",DiaryEntryData/DiaryEntryPhotos/P2_21_10_31_22.jpg
P2,22,a car on a road,exactly what eyevisor said,Car,happy to see that recognize that we were at a stoplight…,4,5,2,3,3,learnApplication,"['Used on their property', 'Used in a familiar space', 'Used indoors', 'Used in a public space', 'Used in a vehicle']",Used in Living Spaces/Domiciles,"['Reaction to result', ""Participant didn't expect AI high Descriptiveness""]","['Photo is well-lit', 'Photo is clear', 'Light glare from photo subject', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken at an eye level photo subject', 'Close-up Photo']","['Group of similar items', 'Vehicle', 'Light source', 'Immobile object', 'Street object', 'Plants']",DiaryEntryData/DiaryEntryPhotos/P2_22_11_01_22.jpg
P2,23,a white object in a black background,this was a picture of a refrigerator,kitchen,no comments,3,3,3,3,3,noSpecificGoal,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,['Reaction to result'],['Black screen'],['Black screen'],DiaryEntryData/DiaryEntryPhotos/P2_23_11_01_22.jpg
P2,24,a dark room with a chair,that I was taking a picture of a sink,kitchen,it did not recognize the sink,2,3,1,1,1,learnApplication,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Critique of result']",['Black screen'],['Black screen'],DiaryEntryData/DiaryEntryPhotos/P2_24_11_01_22.jpg
P2,25,a black rectangle with a white line across the center,shopping cart and appliances,kitchen,no comments,2,3,3,3,3,noSpecificGoal,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,['Reaction to result'],['Black screen'],['Black screen'],DiaryEntryData/DiaryEntryPhotos/P2_25_11_01_22.jpg
P2,26,a black rectangle with a black background,Computer monitor,Computer area,it did not not recognize a TV screen or monitor,2,3,3,3,3,noSpecificGoal,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Critique of result']",['Black screen'],['Black screen'],DiaryEntryData/DiaryEntryPhotos/P2_26_11_01_22.jpg
P2,27,a black rectangle with a white line across the center,sofa or chair,lounge area,many of the pictures I have taken have given me a generic description of black object with a white line across it,1,2,3,3,3,noSpecificGoal,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Critique of result', 'Confused by result']",['Black screen'],['Black screen'],DiaryEntryData/DiaryEntryPhotos/P2_27_11_01_22.jpg
P2,28,a black rectangle with a white line across the center,that I was taking a picture of a plant,At home,"i’m getting the generic description, a black object with a white line across it",1,1,3,3,3,learnApplication,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Critique of result', 'Confused by result']",['Black screen'],['Black screen'],DiaryEntryData/DiaryEntryPhotos/P2_28_11_01_22.jpg
P2,29,a metal object with a handle,it recognize a metal object with a handle it is actually several washing machines and dryer,Laundry room,no comments,2,3,2,2,1,learnApplication,"['Used at Apartment Facility', 'Used in a familiar space', 'Used indoors', 'Used in a public space']",Used in Living Spaces/Domiciles,['Reaction to result'],"['Photo is well-lit', 'Photo is clear', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject not captured', 'Taken at an eye level photo subject', 'Close-up Photo']","['Signage', 'Text', 'Decorative image', 'Group of similar items', 'Multiple objects of interest', 'Openings', 'Immobile object']",DiaryEntryData/DiaryEntryPhotos/P2_29_11_01_22.jpg
P2,30,a close-up of a wall,at the bottom of a staircase,rear entrance building,no comments,2,3,3,2,2,noSpecificGoal,"['Used on their property', 'Used in a familiar space', 'Used indoors', 'Used in a public space']",Used in Living Spaces/Domiciles,['Reaction to result'],"['Photo is well-lit', 'Photo is clear', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken from above photo subject', 'Close-up Photo']","['Immobile object', 'Stairs and ramps']",DiaryEntryData/DiaryEntryPhotos/P2_30_11_01_22.jpg
P2,31,a close-up of a switch,The answer that eye visor gave was sufficient. It said I was in front of a switch,Apartment entrance,no comments,3,4,3,2,2,learnApplication,"['Used on their property', 'Used in a familiar space', 'Used indoors', 'Used in a public space']",Used in Living Spaces/Domiciles,['Reaction to result'],"['Photo is well-lit', 'Photo is clear', 'Even lighting', 'Photo subject of interest is not occluded', 'Photo subject fully captured', 'Taken at an eye level photo subject', 'Close-up Photo']","['Text', 'Signage', 'Electronic device', 'Immobile object', 'Hanging object']",DiaryEntryData/DiaryEntryPhotos/P2_31_11_01_22.jpg
P2,32,a close-up of a machine,that I was taking a picture of a payphone,Unknown,it did not recognize the phone. It said it was a machine.,2,4,1,1,1,learnApplication,"['Unknown area', 'Used indoors', 'Used in a public space']",NA,"['Reaction to result', 'Critique of result']","['Photo is well-lit', 'Photo is clear', 'Uneven lighting', 'Photo subject of interest is not occluded', 'Photo subject partially-captured', 'Taken at an eye level photo subject', 'Close-up Photo']","['Containers', 'Electronic device', 'Text', 'Immobile object', 'Hanging object', 'Object on ground']",DiaryEntryData/DiaryEntryPhotos/P2_32_11_01_22.jpg
P5,1,a white mug on a green table,Testing the use of the application,in my home office,"I like that it tells you the color of the table The mug is on a barstool, not a table",4,5,3,3,3,learnApplication,"['Used at home', 'Used in a familiar space', 'Used indoors', 'Used in a private space']",Used in Living Spaces/Domiciles,"['Reaction to result', 'Positive reaction to result', 'Critique of result']","['Photo is well-lit', 'Photo is clear', 'Even lighting', 'Photo subject of interest is not occluded', 'Taken from above photo subject', 'Photo subject fully captured', 'Midrange Photo']","['Furniture', 'Object on furniture', 'Kitchenware', 'Immobile object']",DiaryEntryData/DiaryEntryPhotos/P5_1_11_11_22.jpg
